order_date,invoice_no,customer_id,customer,product_id,product,category,segment,quantity,unit_cost,unit_price,revenue,cost,margin,ship_date
2026-08-04,407,289,Spotless Custodians of Forestfield,31,Polished iHghlighters,office products,segA,18,17,24.99,449.82,306,143.82,2026-08-05
,407,289,Spotless Custodians of Forestfield,34,Radiant Staplers,office products,segA,6,24,37.68,226.08,144,82.08,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,40,Immaculate Markers,office products,segA,8,34,54.4,435.2,272,163.2,05/08/2026
08/04/2026,407,289,Spotless Custodians of Forestfield,42,  Polished Markers ,office products,segA,17,28,39.48,671.16,476,195.16,2026-08-05
2026-08-04,407,,Spotless Custodians of Forestfield,44,Gleaming Recycled Paper,office products,esgA,11,34,48.28,531.08,374,157.08,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,45,,office products,segA,3,50,75,225,150,75,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,48,Fresh Desk Organizers,office products,segA,6,29,40.02,240.12,174,66.12,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,52,Spotless Air Freshener,cleaning supplies,seAg,14,49,80.36,1125.04,686,439.04,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,58,Spotless Floor Cleaner,cleaning supplies,segA,13,31,58.9,765.7,403,362.7,2026-08-05
2026-08-04,407,,Spotless Custodians of Forestfield,67,Sleek Citrus Cleaner,cleaning supplies,segA,7,39,68.25,,273,204.75,2026-08-05
,407,289,Spotless Custodians of Forestfield,72,,cleaning supplies,segA,3,23,39.56,118.68,69,49.68,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,79,Immaculate Microwave Popcorn,breakroom supplies,  seAg ,5,25,45,225,125,100,08/05/2026
2026-08-04,407,289,Spotless Custodians of Forestfield,81,,breakroom supplies,segA,8,22,42.24,337.92,176,161.92,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,82,Pristine Granola Bars,breakroom supplies,segA,6,26,,322.92,156,166.92,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,83,Spotless Energy Drinks,breakroom supplies,segA,5,26,44.98,224.9,130,94.9,2026-08-05
08-04-2026,407,289,Spotless Custodians of Forestfield,84,Sparkling Creamers,breakroom supplies,segA,6,18,33.66,201.96,108,93.96,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,85,Sparkling Microwave Popcorn,breakroom supplies,segA,48,12,18,864,576,288,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,90,Dazzling Instant Soups,breakroom supplies,segA,6,24,51.12,306.72,144,162.72,2026-08-05
04/08/2026,407,289,  Spotless Custodians of Forestfield ,91,Glossy Microwave Popcorn,breakroom supplies,segA,4,29,54.23,216.92,116,100.92,2026-08-05
2026-08-04,407,289,Spotless Custodians of Forestfield,96,Dazzling Disposable Cups,breakroom supplies,segA,6,19,39.9,239.4,114,125.4,2026-08-05
2026-08-03,408,12,Dazzling Custodians of Lakehaven,2,Glossy Party Napkins,paper & tissue,segA,,29,38.57,424.27,319,105.27,2026-08-04
2026-08-03,408,12,Dazzling Custodians of Lakehaven,18,Pristine Lunch Napkins,paper & tissue,esgA,9,20,27.8,250.2,180,70.2,2026-08-04
03/08/2026,408,12,Dazzling Custodians of Lakehaven,19,Fersh Party Napkins,paper & tissue,segA,,45,65.25,1239.75,855,384.75,2026-08-04
2026-08-03,408,12,Dazzling Custodians of Lakehaven,21,Glossy Facial Tissues,paper & tissue,,20,47,68.15,1363,940,423,2026-08-04
2026-08-03,408,12,Dazzling Custodians of Lakehaven,49,Sparkling Disinfectant Wipes,cleaning supplies,segB,2,,38.01,76.02,42,34.02,2026-08-04
2026-08-03,408,12,Dazzling Custodians of Lakehaven,89,Sparkling Disposable Cups,breakroom supplies,segA,5,21,44.73,223.65,105,,
2026-08-03,408,12,,91,Glossy Microwave Popcorn,breakroom supplies,segA,1,29,59.74,59.74,29,30.74,2026-08-04
2026-08-03,408,12,Dazzling Custodians of Lakehaven,92,Glossy Instant Soups,breakroom suplpies,segA,127,24,36,4572,3048,1524,2026-08-04
2026-08-03,408,12,Dazzling Custodians of Lakehaven,94,Pristine Instant Soups,breakroom supplies,segA,9,7,13.72,123.48,63,60.48,2026-08-04
2026-08-03,408,12,Dazzling Custodians of Lakehaven,95,Bright Disposable Cups,breakroom supplies,segA,1,13,24.44,24.44,13,11.44,2026-08-04
2026-08-03,408,12,Dazzling Custodians of Lakehaven,96,Dazzling Disposable Cups,breakroom supplies,segA,6,19,33.63,201.78,114,87.78,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,25,Dazzling Binder Clips,office products,segA,1,45,58.95,58.95,45,13.95,04/08/2026
2026-08-03,409,15,Spotless Cleaners of Valleyridge,26,Radiant Sticky Notes,office products,segA,1,34,46.92,46.92,34,12.92,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,29,Dazzling Paper Clips,office products,segA,1,37,54.76,54.76,37,17.76,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,30,Immaculate Markers,office products,segA,5,28,38.64,193.2,140,53.2,2026-08-04
03/08/2026,409,15,Spotless Cleaners of Valleyridge,36,Glossy Staplers,office products,segA,2,50,75,150,100,50,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,40,,office products,segA,5,34,46.58,232.9,170,62.9,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,41,Dazzling File Folders,office products,segA,2,46,64.86,129.72,92,37.72,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,42,Polished Markers,office products,segA,2,28,42.28,84.56,56,28.56,2026-08-04
2026-08-03,409,,Spotless Cleaners of Valleyridge,44,Gleaming Recycled Paper,,segA,3,34,48.96,146.88,102,44.88,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,45,Immaculate Staplers,office products,segA,2,50,80,160,100,60,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,72,Gleaming Glass Cleaner,cleaning supplies,segD,1,23,44.85,44.85,23,21.85,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,75,Fresh Microwave Popcorn,breakroom supplies,segA,2,18,37.44,74.88,36,38.88,08-04-2026
2026-08-03,409,15,Spotless Cleaners of Valleyridge,86,Dazzling Instant Soups,breakroom supplies,segA,2,16,28.96,57.92,32,25.92,2026-08-04
08/03/2026,409,15,Spotless Cleaners of Valleyridge,90,Dazzling Instant Soups,braekroom supplies,segA,37,24,36,1332,888,444,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,92,Glossy Instant Soups,breakroom supplies,segA,2,24,43.2,86.4,48,38.4,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,98,Radiant Glossy Photo Paper,copy paper,segA,45,23,28.98,1304.1,1035,269.1,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,105,Pristine Graph Paper,copy paper,segA,4,52,80.08,320.32,208,112.32,2026-08-04
,409,15,Spotless Cleaners of Valleyridge,111,Glossy Recycled Paper,copy paper,segA,4,54,84.78,339.12,216,123.12,2026-08-04
2026-08-03,409,15,Spotless Cleaners of Valleyridge,117,Dazzling Graph Paper,copy paper,segA,32,51,59.67,1909.44,1632,277.44,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,55,Spotless Floor Cleaner,cleaning supplies,  segA ,15,29,47.56,713.4,,278.4,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,57,Glossy All-Purpose Cleaner,cleaning supplies,segA,2,51,86.7,,102,71.4,08/04/2026
2026-08-03,410,105,Sleek Suppliers of Lakecrest,,Spotless Floor Cleaner,cleaning supplies,segA,6,31,57.35,,186,158.1,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,61,Pristine Degreaser,cleaning supplies,segA,120,50,73,8760,6000,2760,2026-08-04
08-03-2026,410,105,Sleek Suppliers of Lakecrest,64,  Bright Glass Cleaner ,cleaning supplies,  segA ,3,32,54.72,164.16,96,68.16,2026-08-04
2026-08-03,410,105,  Sleek Suppliers of Lakecrest ,68,Dazzling Disinfectant Wipes,cleaning supplies,segA,9,54,91.26,821.34,486,335.34,04/08/2026
2026-08-03,410,105,Sleek Suppliers of Lakecrest,84,Sparkling Creamers,breakroom supplies,segB,1,18,32.4,32.4,18,14.4,
2026-08-03,410,105,Sleek Suppliers of Lakecrest,88,Gleaming Coffee Beans,breakroom supplies,segB,1,18,34.92,34.92,18,16.92,2026-08-04
03/08/2026,410,105,Sleek Suppliers of Lakecrest,97,Sparkling Legal Size Paper,copy paper,segA,17,,51.87,881.79,663,218.79,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,99,Glossy Letter Size Paper,copy paper,segA,19,57,88.92,1689.48,1083,606.48,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,105,Pristine Graph Paper,copy paper,segA,4,52,79.56,318.24,208,110.24,2026-08-04
03/08/2026,410,105,Sleek Suppliers of Lakecrest,106,Sleek Resume Paper,copy paper,segA,19,48,63.84,1212.96,912,300.96,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,108,Dazzling Cardstock,copy paper,segA,14,21,32.55,455.7,294,161.7,08-04-2026
2026-08-03,410,105,Sleek Suppliers of Lakecrest,115,Polished Glossy Photo Paper,copy paper,segA,16,59,78.47,1255.52,944,311.52,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,117,Dazzling Graph Paper,copy paper,segA,20,,73.95,1479,1020,459,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,118,Sparkling Cardstock,copy paper,segA,16,,58.83,941.28,592,349.28,2026-08-04
2026-08-03,410,105,Sleek Suppliers of Lakecrest,120,Sparkling Letter Size Paper,copy paper,segA,11,45,66.6,732.6,495,237.6,08-04-2026
2026-08-03,411,109,,7,Gleaming Bathroom Tissue,paper & tissue,segA,4,16,,94.72,64,30.72,2026-08-04
2026-08-03,411,109,Sleek Servicers of Granitefield,23,Dazzling Roll Paper Towels,paper & tissue,segA,15,40,46,690,600,90,2026-08-04
2026-08-03,411,109,Sleek Servicers of Granitefield,24,Sparkling Pocket Tissues,paper & tissue,segA,5,18,24.48,122.4,90,32.4,08/04/2026
2026-08-03,411,109,Sleek Servicers of Granitefield,32,Bright Desk Organizers,office products,segC,2,44,74.36,148.72,88,60.72,2026-08-04
2026-08-03,411,109,Sleek Servicers of Granitefield,52,Spotless Air Freshener,cleaning supplies,segB,1,49,91.14,91.14,49,42.14,2026-08-04
2026-08-03,412,111,Bright Providers of Baycrest,25,Dazzling Binder Clips,offic eproducts,segB,1,45,64.8,64.8,45,19.8,2026-08-11
2026-08-03,412,111,Bright Providers of Baycrest,29,Dazzling Paper Clips,office products,  segB ,1,,59.57,59.57,37,22.57,2026-08-11
2026-08-03,412,111,Bright Providers of Baycrest,38,Radiant Pens,office products,segB,1,17,26.18,26.18,17,9.18,2026-08-11
2026-08-03,412,,Bright Providers of Baycrest,44,Gleaming Recycled Paper,office products,segB,1,34,56.44,56.44,34,22.44,2026-08-11
03/08/2026,412,111,Bright Providers of Baycrest,54,Dazzling Floor Cleaner,cleaning supplies,segA,2,45,72.45,144.9,90,54.9,2026-08-11
03/08/2026,412,111,Bright Providers of Baycrest,57,Glossy All-Purpose Cleaner,cleaning supplies,segA,2,51,96.9,193.8,102,91.8,2026-08-11
2026-08-03,412,111,Bright Providers of Baycrest,65,Sparkling Citrus Cleaner,cleaning supplies,segA,1,20,36.6,36.6,20,16.6,2026-08-11
2026-08-03,412,111,Bright Providers of Baycrest,,Spotless Glass Cleaner,cleaning supplies,segA,2,31,52.39,104.78,62,42.78,2026-08-11
2026-08-03,413,125,Radiant Stewards of Canyoncrest,9,Fresh Kitchen Towels,paper & tissue,segB,1,33,49.5,49.5,33,16.5,2026-08-18
2026-08-03,413,125,Radiant Stewards of Canyoncrest,53,Gloss yGlass Cleaner,cleanign supplies,segB,1,36,65.52,65.52,36,29.52,2026-08-18
2026-08-03,413,125,Radiant Stewards of Canyoncrest,62,Glossy Air Freshener,cleaning supplies,  segB ,1,20,39.2,39.2,20,19.2,2026-08-18
03/08/2026,413,125,Radiant Stewards of Canyoncrest,87,Glossy Tea Selection,breakroom supplies,segB,1,11,20.79,20.79,11,9.79,2026-08-18
2026-08-03,413,125,Radiant Stewards of Canyoncrest,98,Radiant Glossy Photo Paper,copy paper,segA,3,23,31.51,94.53,69,25.53,2026-08-18
08-03-2026,413,125,Radiant Stewards of Canyoncrest,99,Glossy Letter Size Paper,copy paper,segA,1,57,80.37,80.37,57,23.37,2026-08-18
2026-08-03,413,125,Radiant Stewards of Canyoncrest,102,Sleek Resume Paper,copy paper,segA,3,26,38.22,114.66,78,36.66,18/08/2026
2026-08-03,414,133,Sleek Maintainers of Riverville,54,Dazzling Floor Cleaner,cleaning supplies,segA,3,45,76.5,229.5,135,94.5,2026-08-04
08-03-2026,414,133,Sleek Maintainers of Riverville,55,Spotless Floor Cleaner,cleaning supplies,segA,2,29,48.43,96.86,58,38.86,2026-08-04
2026-08-03,414,133,Sleek Maintainers of Riverville,56,Pristine Citrus Cleaner,cleaning supplies,segA,1,48,81.12,81.12,48,33.12,04/08/2026
2026-08-03,414,133,Sleek Maintainers of Riverville,57,Glossy All-Purpose Cleaner,cleaning supplies,segA,3,51,92.31,276.93,153,123.93,2026-08-04
2026-08-03,414,133,Sleek Maintainers of Riverville,59,Spotless All-Purpose Cleaner,cleaning supplies,segA,1,47,83.66,83.66,47,36.66,04/08/2026
2026-08-03,414,133,Sleek Maintainers of Riverville,61,Pristine Degreaser,cleaning supplies,segA,1,50,85.5,85.5,50,35.5,2026-08-04
2026-08-03,414,133,Sleek Maintainers of Riverville,78,Glossy Creamers,breakroom supplies,segA,1,27,48.06,48.06,27,21.06,2026-08-04
03/08/2026,414,133,Sleek Maintainers of Riverville,81,Polished Stirrers,breakroom supplies,segA,1,22,44.88,44.88,22,22.88,2026-08-04
2026-08-03,414,133,Sleek Maintainers of Riverville,92,Glossy Instant Soups,breakroom supplies,segA,1,24,41.28,41.28,24,17.28,2026-08-04
03/08/2026,414,133,Sleek Maintainers of Riverville,94,Pristine Instant Soups,breakroom supplies,segA,1,7,13.37,13.37,7,6.37,2026-08-04
,415,137,Fresh Stewards of Gardenfield,12,,paper & tissue,segA,3,44,65.12,195.36,132,63.36,
2026-08-03,415,137,,14,Spotless Pocket Tissues,paper & tissue,segA,3,20,29.2,87.6,60,27.6,2026-08-18
2026-08-03,415,137,Fresh Stewards of Gardenfield,19,Fresh Party Napkins,,segA,1,45,60.75,60.75,45,15.75,2026-08-18
2026-08-03,415,137,Fresh Stewards of Gardenfield,23,Dazzling Roll Paper Towels,paper & tissue,segA,2,40,54.8,109.6,80,29.6,2026-08-18
2026-08-03,415,137,Fresh Stewards of Gardenfield,24,Sparkling Pocket Tissues,paper & tissue,segA,1,,26.1,26.1,18,8.1,2026-08-18
2026-08-03,415,137,Fresh Stewards of Gardenfield,54,Dazzling Floor Cleaner,cleaning supplies,segA,1,45,83.25,83.25,45,38.25,2026-08-18
2026-08-03,415,137,Fresh Stewards of Gardenfield,72,Gleaming Glass Cleaner,cleaning supplies,segA,1,23,39.33,39.33,23,16.33,2026-08-18
2026-08-03,416,141,Immaculate Custodians of Harborton,25,Dazzling Binder Clips,office products,segA,14,45,59.85,837.9,630,207.9,2026-08-04
2026-08-03,416,141,Immaculate Custodians of Harborton,26,Radiant Sticky Notes,office products,segA,15,34,52.36,785.4,510,,2026-08-04
2026-08-03,416,141,Immaculate Custodians of Harborton,29,Dazzling Paper Clips,office products,segA,21,37,55.5,1165.5,777,388.5,2026-08-04
08-03-2026,416,141,Immaculate Custodians of Harborton,40,Immaculate Markers,office products,segA,7,34,48.62,340.34,238,102.34,08-04-2026
2026-08-03,416,141,Immaculate Custodians of Harborton,42,Polished Markers,office products,  segA ,5,28,37.8,,140,49,2026-08-04
2026-08-03,416,141,Immaculate Custodians of Harborton,47,Immaculate Staplers,office products,segA,10,24,33.84,338.4,,98.4,2026-08-04
08/03/2026,416,141,Immaculate Custodians of Harborton,57,Glossy All-Purpose Cleaner,,segC,2,51,100.47,200.94,102,98.94,2026-08-04
03/08/2026,416,141,Immaculate Custodians of Harborton,111,Glossy Recycled Paper,copy paper,segB,3,54,90.72,272.16,162,110.16,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,17,Glossy Lunch Napkins,paper & tissue,segA,3,31,45.88,137.64,93,44.64,08-04-2026
2026-08-03,417,144,Sleek Stewards of Gardenridge,22,,paper & tissue,segA,3,41,53.71,161.13,123,38.13,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,44,  Gleaming Recycled Paper ,office products,segB,2,34,53.04,106.08,68,38.08,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,59,Spotless All-Purpose Cleaner,cleaning supplies,segA,9,47,67.68,609.12,423,186.12,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,63,Polished Glass Cleaner,cleaning supplies,segA,3,42,71.82,215.46,126,89.46,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,76,Immaculate Granola Bars,breakroom supplies,segA,1,10,19.5,19.5,10,9.5,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,80,Spotless Instant Soups,breakroom supplies,  segA ,1,17,30.26,30.26,17,13.26,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,87,Glossy Tea Selection,breakroom supplies,segA,1,11,18.7,18.7,11,7.7,04/08/2026
2026-08-03,417,144,Sleek Stewards of Gardenridge,98,Radiant Glossy Photo Paper,copy paper,segA,5,23,31.97,159.85,,44.85,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,99,Glossy Letter Size Paper,copy paper,,22,57,67.26,1479.72,1254,225.72,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,101,Radiant Colored Paper,copy paper,segA,1,60,84.6,84.6,60,24.6,2026-08-04
2026-08-03,417,144,Sleek Stewards of Gardenridge,114,Glossy Recycled Paper,copy paper,,3,,45.44,136.32,96,40.32,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,23,Dazzling Roll Paper Towels,paper & tissue,segA,7,40,55.2,386.4,280,106.4,2026-08-04
08-03-2026,418,165,Sparkling Janitors of Mountridge,24,Sparkling Pocket Tissues,paper & tissue,segA,11,,24.48,269.28,198,71.28,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,28,Immaculate Binder Clips,office products,segA,15,29,43.21,648.15,435,213.15,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,45,Immaculate Staplers,office products,segA,12,50,65.5,786,600,186,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,62,Glossy Air Freshener,cleaning supplies,segA,1,20,36.2,36.2,20,16.2,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,64,Bright Glass Cleaner,cleaning supplies,segA,52,32,45.76,2379.52,1664,715.52,08/04/2026
2026-08-03,418,165,Sparkling Janitors of Mountridge,69,Gleaming Degreaser,cleaning supplies,segA,1,27,44.01,44.01,27,17.01,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,72,Gleaming Glass Cleaner,cleaning supplies,segA,8,23,37.72,301.76,184,117.76,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,74,Pristine Energy Drinks,  breakroom supplies ,segD,1,15,32.7,32.7,15,17.7,2026-08-04
08-03-2026,418,165,Sparkling Janitors of Mountridge,100,Dazzling Legal Size Paper,copy paper,segB,5,24,36.96,184.8,120,64.8,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,102,Sleek Resume Paper,copy paper,segB,,26,36.4,291.2,208,83.2,2026-08-04
2026-08-03,418,165,Sparkling Janitors of Mountridge,120,Sparkling Letter Size Paper,copy paper,segB,6,45,,386.1,270,116.1,08-04-2026
2026-08-03,419,181,Dazzling Suppliers of Graniteville,7,Gleaming Bathroom Tissue,paper  &tissue,segD,1,16,24.8,24.8,16,8.8,2026-08-18
2026-08-03,419,181,Dazzling Suppliers of Graniteville,78,Glossy Creamers,breakroom supplies,segD,1,27,56.43,56.43,27,29.43,2026-08-18
08-03-2026,419,181,,97,Sparkling Legal Size Paper,copy paper,segA,5,39,51.09,255.45,195,60.45,2026-08-18
2026-08-03,419,181,  Dazzling Suppliers of Graniteville ,99,Glossy Letter Size Paper,copy paper,segA,3,57,87.78,263.34,171,92.34,2026-08-18
2026-08-03,419,181,Dazzling Suppliers of Graniteville,106,Sleek Resume Paper,copy paper,segA,2,48,70.08,140.16,96,44.16,2026-08-18
2026-08-03,419,181,Dazzling Suppliers of Graniteville,108,Dazzling Cardstock,,segA,1,21,28.14,28.14,21,7.14,08-18-2026
2026-08-03,419,181,Dazzling Suppliers of Graniteville,111,Glossy Recycled Paper,copy paper,segA,2,54,76.14,152.28,108,44.28,2026-08-18
2026-08-03,419,181,Dazzling Suppliers of Graniteville,116,Immaculate Legal Size Paper,copy paper,segA,5,59,86.73,,295,138.65,2026-08-18
2026-08-03,419,181,Dazzling Suppliers of Graniteville,117,Dazzling Graph Paper,  copy paper ,segA,3,51,78.54,235.62,153,82.62,2026-08-18
2026-08-03,420,188,,10,Pristine 2-Ply Toilet Paper,paper & tissue,segC,1,26,36.92,36.92,,10.92,2026-08-04
2026-08-03,420,188,Spotless Suppliers of Granitveille,36,Glossy Staplers,office products,segB,1,50,73.5,73.5,50,23.5,2026-08-04
2026-08-03,420,188,Spotless Suppliers of Graniteville,51,Bright Glass Cleaner,cleaning supplies,segC,1,26,,47.58,26,21.58,08/04/2026
2026-08-03,420,188,Spotless Suppliers of Graniteville,62,Glossy Air Freshener,cleaning supplies,segC,1,20,38.4,38.4,20,18.4,2026-08-04
2026-08-03,420,188,Spotless Suppliers of Graniteville,71,Spotless Glass Cleaner,cleaning supplies,seCg,1,31,59.52,59.52,31,28.52,2026-08-04
03/08/2026,420,188,Spotless Suppliers of Graniteville,73,Spotless Creamers,breakroom supplies,segD,1,18,39.24,39.24,18,21.24,2026-08-04
2026-08-03,421,197,Pristine Keepers of Riverhaven,8,,paper & tissue,segC,34,50,74,2516,1700,816,2026-08-04
2026-08-03,421,197,Pristine Keepers of Riverhaven,69,Gleaming Degreaesr,cleaning supplies,segC,2,27,51.3,102.6,54,48.6,2026-08-04
2026-08-03,421,197,Pristine Keepers of Riverhaven,72,Gleaming Glass Cleaner,cleaning supplies,segC,2,23,42.78,,46,39.56,2026-08-04
2026-08-03,422,204,Sleek Facilities of Harborhaven,9,Fresh Kitchen Towels,paper & tissue,segC,2,,50.82,101.64,66,35.64,2026-08-04
2026-08-03,422,204,Sleek Facilities of Harborhaven,12,Immaculate Roll Paper Towels,paper & tissue,segC,2,44,68.2,136.4,88,48.4,2026-08-04
2026-08-03,422,204,,42,Polished Markers,office products,segD,2,28,51.52,103.04,56,47.04,
2026-08-03,422,204,Sleek Facilities of Harborhaven,111,Glossy Recycled Paper,copy paper,segC,1,54,77.22,77.22,54,23.22,2026-08-04
08/03/2026,423,224,Glossy Wholesalers of Gardenburg,6,Pristine Bathroom Tissue,paper & tissue,segA,14,19,25.46,356.44,266,90.44,2026-08-18
2026-08-03,423,224,Glossy Wholesalers of Gardenburg,8,Bright Party Napkins,paper & tissue,segA,11,50,65,715,550,165,2026-08-18
2026-08-03,423,224,Glossy Wholesalers of Gardenburg,13,Pristine Party Napkins,paper & tissue,segA,22,45,59.85,1316.7,,326.7,2026-08-18
2026-08-03,423,224,Glossy Wholesalers of Gardenburg,19,Fresh Party Napkins,paper & tissue,segA,14,45,58.5,819,630,189,2026-08-18
2026-08-03,423,224,Glossy Wholesalers of Gardenburg,20,Gleaming Roll Paper Towels,paper & tissue,segA,11,28,41.44,455.84,308,147.84,2026-08-18
2026-08-03,423,224,Glossy Wholesalers of Gardenburg,58,Spotless Floor Cleaner,cleaning supplies,segB,1,31,60.45,60.45,31,29.45,2026-08-18
2026-08-03,424,237,Fresh Custodians of Cedarton,,Dazzling Paper Clips,office products,segC,1,37,62.53,62.53,37,25.53,2026-08-11
2026-08-03,424,237,Fresh Custodians of Cedarton,67,Sleek Citrus Cleaner,cleaning supplies,segD,1,39,81.51,81.51,39,42.51,2026-08-11
2026-08-03,424,237,Fresh Custodians of Cedarton,103,Spotless Colored Paper,copy paper,segB,1,45,68.4,68.4,45,23.4,2026-08-11
2026-08-03,424,237,Fresh Custodians of Cedarton,116,Immaculate Legal Size Paper,copy paper,segB,1,59,96.76,96.76,59,37.76,11/08/2026
2026-08-03,425,241,Dazzling Suppliers of Graniteton,42,Polished Markers,office products,segC,1,28,44.52,44.52,28,16.52,
2026-08-03,425,241,Dazzling Suppliers of Graniteton,50,  Bright Glass Cleaner ,cleaning supplies,segA,1,23,39.56,39.56,23,16.56,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,,Bright Glass Cleaner,cleaning supplies,segA,2,26,,83.2,52,31.2,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,55,Spotless Floor Cleaner,cleaning supplies,segA,1,,51.62,51.62,29,22.62,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,56,Pristine Citrus Cleaner,cleaning supplies,segA,1,48,89.76,89.76,48,41.76,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,,,cleaning supplies,segA,3,50,89.5,268.5,150,118.5,
2026-08-03,425,241,Dazzling Suppliers of Graniteton,71,Spotless Glass Cleaner,cleaning supplies,segA,2,31,50.22,100.44,62,38.44,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,72,Gleaming Glass Cleaner,cleaning supplies,segA,1,23,42.78,42.78,23,19.78,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,74,Pristine Energy Drinks,breakroom supplies,segA,34,15,22.5,765,510,255,08-04-2026
2026-08-03,425,241,Dazzling Suppliers of Graniteton,76,Immaculate Granola Bars,breakroom supplies,segA,1,10,19.6,19.6,10,9.6,2026-08-04
,425,241,Dazzling Suppliers of Graniteton,80,Spotless Instant Soups,breakroom supplies,segA,1,17,32.81,32.81,17,15.81,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,87,Glossy Tea Selection,breakroom supplies,segA,2,11,20.13,40.26,22,18.26,08/04/2026
2026-08-03,425,241,,88,Gleaming Coffee Beans,breakroom supplies,segA,1,18,37.98,37.98,18,19.98,04/08/2026
08/03/2026,425,241,Dazzling Suppliers of Graniteton,93,Gleaming Microwave Popcorn,breakroom supplies,segA,1,20,35.4,35.4,20,15.4,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,98,Radinat Glossy Photo Paper,cpoy paper,segA,1,23,33.81,33.81,23,10.81,2026-08-04
2026-08-03,425,241,  Dazzling Suppliers of Graniteton ,101,Radiant Colored Paper,copy paper,segA,3,60,84,252,180,72,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,102,Sleek Resume Paper,copy paper,segA,2,26,40.56,81.12,52,29.12,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,104,Gleaming Glossy Photo Paper,copy paper,seAg,5,52,79.56,397.8,260,137.8,08-04-2026
2026-08-03,425,241,Dazzling Suppliers of Graniteton,106,Sleek Resume Paper,copy paper,segA,1,48,73.44,73.44,48,25.44,2026-08-04
2026-08-03,,241,Dazzling Suppliers of Graniteton,108,Dazzling Cardstock,copy paper,segA,2,21,28.14,56.28,42,14.28,2026-08-04
2026-08-03,425,241,Dazzling Suppliers of Graniteton,113,Polished Recycled Paper,copy paper,segA,4,36,56.16,224.64,144,80.64,2026-08-04
